,title,class,sp_count,up_count,title_cha,title_word,cha_word,up_cha,up_word,bad_word
19268,"Miranda Lambert and Blake Shelton had an affair, her ex claims",1,0,4,52,11,4.7,7,36,0
19269,Meghan Markle Has ‘Lost Sleep Over Relatives’ As Wedding Nears,1,2,10,53,10,5.3,18,100,0
19270,Derek Hough on Julianne's Wedding: I Witnessed My Baby Sister Marry the Man of Her Dreams,1,2,13,74,16,4.6,17,81,0
19271,A Few Questions We’re Asking About Robert Pattinson’s New Wife,1,2,10,53,10,5.3,18,100,0
19272,Hollywood Reacts to Matt Lauer’s Firing: ‘Don’t Let the Door Hit You on the Way Out’,1,5,12,69,16,4.3,17,75,0
19273,Luke Bryan Says Katy Perry's 'American Idol' Kiss Was Just 'Fun TV',1,5,13,56,12,4.7,23,108,0
19274,Khloe Kardashian: 'I'm Really Angry and Confused and Irritated at Life',1,4,8,61,11,5.5,13,72,0
19275,"Brad Pitt Reportedly ‘Locked Out’ By Shiloh Jolie-Pitt After Angelina Jolie Split, Says ‘Radar Online’",1,5,16,88,15,5.9,18,106,0
19276,Brad Pitt and Jennifer Aniston reunite with a wedding a baby,1,0,4,50,11,4.5,8,36,0
19277,Photos of Meghan Markle's Gorgeous Wedding Ring,1,1,6,41,7,5.9,14,85,0
19278,"Eva Mendes, Ryan Gosling on the verge of split?",1,1,4,39,9,4.3,10,44,0
19279,Hollywood Mourns Death of ‘Legendary’ Harry Dean Stanton: ‘The Definition of Cool’,1,5,10,71,12,5.9,14,83,0
19280,Omarosa responds to rumors she's joining 'Real Housewives of Atlanta',1,3,4,60,10,6.0,6,40,0
19281,Beyonce looks amazing in Instagram snap: defiant against online trolls,1,1,2,61,10,6.1,3,20,0
19282,Is Lady Gaga Engaged? She & Christian Carino Are Definitely Serious,1,2,10,57,11,5.2,17,90,0
19283,Selena Gomez Goes Barefoot On The Street After Hotel Transylvania 3 Premiere,1,0,11,65,12,5.4,16,91,0
19284,a timeline of their relationship,1,0,0,28,5,5.6,0,0,0
19285,Lindsay Lohan went full-on Mischa Barton with tribute to terrorism victims,1,1,4,64,11,5.8,6,36,0
19286,Rachel Weisz rocks thigh-high split at The Mercy premiere,1,1,4,49,9,5.4,8,44,0
19287,"Katy Perry and Orlando Bloom ‘back together’ 11 months after split, claim friends",1,2,4,69,13,5.3,5,30,0
19288,Beyonce Dancers ‘Les Twins’ Not Aging Well?,1,3,7,37,7,5.3,18,100,0
19289,Angelina Jolie Is Secretly Dating Real Estate Agent,1,0,8,44,8,5.5,18,100,0
19290,Rumor Bust! Kate Middleton & Meghan Markle Not Pregnant and Due the Same Day,1,2,11,63,14,4.5,17,78,0
19291,Keith Urban,1,0,2,10,2,5.0,20,100,0
19292,"Angelina Jolie's Unhealthy Eating, Sleeping Habits Not True, Report Says",1,1,10,63,10,6.3,15,100,0
19293,Brad Pitt apologises to Jennifer Aniston for leaving her for Angelina Jolie,1,0,6,64,12,5.3,9,50,0
19294,Brad Pitt Calls Himself a ‘Miserable Bastard’ and ‘Loner’ in British ‘GQ’,1,6,10,62,12,5.2,16,83,0
19295,Blake Shelton reveals that he 'missed out' on having kids of his own,1,2,2,56,13,4.3,3,15,0
19296,Is Justin Bieber starting up his own church?,1,1,3,37,8,4.6,8,37,0
19297,"Miranda Lambert, Anderson East: A Timeline of Love and Heartbreak",1,1,8,56,10,5.6,14,80,0
19298,Kendall Jenner: Banned From Clippers Games Due to Blake Griffin Relationship?,1,2,10,67,11,6.1,14,90,0
19299,"A Detailed History of Selena Gomez and Justin Bieber’s On-Again, Off-Again Relationship",1,3,12,76,12,6.3,15,100,0
19300,Meghan Markle's Brother Blasts Her in Interview,1,1,6,41,7,5.9,14,85,0
19301,Is the triple Kardashian pregnancy a ploy for $25 million?,1,1,2,49,10,4.9,4,20,0
19302,Kim Kardashian Wants Kanye To Drop Tyga From His Record Label After Kylie Split,1,0,14,66,14,4.7,21,100,0
19303,Angelina Jolie accuses Brad Pitt of not paying enough child support,1,0,4,57,11,5.2,7,36,0
19304,Ryan Reynolds Responds to Rumors His Marriage to Blake Lively Is In Trouble,1,0,11,63,13,4.8,17,84,0
19305,Jennifer Lopez and Alex Rodriguez Go Jewelry Shopping on Valentine's Day,1,1,9,62,11,5.6,14,81,0
19306,Donald Glover sounds off on the Lando spin-off rumors,1,1,3,45,9,5.0,6,33,0
19307,Elon Musk admits pain since split from Amber Heard,1,0,4,42,9,4.7,9,44,0
19308,What Would You Do If Your New Man Has a Baby on the Way?,1,1,11,43,14,3.1,25,78,0
19309,Beyonce Did Reject Kim Kardashian ’ s Baby Gifts  Report,1,1,8,46,10,4.6,17,80,0
19310,Charlie Hunnam and Robert Pattinson Barely Spoke on 'The Lost City of Z' Set,1,2,11,63,14,4.5,17,78,0
19311,‘Jumanji’ Trailer Backlash: Twitter Slams Sequel To Robin Williams Classic,1,3,10,65,10,6.5,15,100,0
19312,The picture that proves Meghan Markle and Prince Harry aren't having children quite yet,1,1,5,74,14,5.3,6,35,0
19313,Jennifer Aniston & Reese Witherspoon Arrive for Gwyneth Paltrow's Big Event!,1,3,9,66,11,6.0,13,81,0
19314,Oprah Winfrey 2020? These scandals might work against her.,1,1,3,50,9,5.6,6,33,0
19315,‘No Escape’ Movie: How Will It Boost Pierce Brosnan’s Net Worth and Owen Wilson’s Net Worth?,1,6,15,77,16,4.8,19,93,0
19316,Watch Jenna Dewan Sizzle In Dance Off With J.Lo In 'World Of Dance' Trailer,1,2,15,62,14,4.4,24,107,0
19317,Miley Cyrus Asks Her Dad to Be ‘The Voice’ Advisor,1,2,9,41,10,4.1,21,90,0
19318,Angelina's hell as custody battle backfires,1,1,1,38,6,6.3,2,16,1
19319,Jamie Foxx and Katie Holmes Find the Best Way to Battle Breakup Rumors,1,0,10,58,13,4.5,17,76,0
19320,Are George & Amal Clooney Pregnant With Baby #3 Less Than A Year After Twins’ Birth?,1,4,14,69,16,4.3,20,87,0
19321,"Angelina Jolie’s Alleged Shocking Impact On Brad Pitt Makes Jennifer Aniston Turn To Ex, Reports ‘Express’",1,3,16,91,16,5.7,17,100,0
19322,Kate Middleton Frustrated Pregnancy Overshadowed By Prince Harry and M...,1,0,9,64,10,6.4,14,90,0
19323,Justin Bieber drives up to Selena Gomez's house amidst rumors,1,1,4,52,10,5.2,7,40,0
19324,On Air with Ryan Seacrest,1,0,4,21,5,4.2,19,80,0
19325,Miranda Lambert Sent Blake Shelton and Gwen Stefani Her Blessing Before Their Cringeworthy Run-In (EXCLUSIVE),1,3,23,95,15,6.3,24,153,0
19326,Rob Pattinson Still ‘Cares Deeply’ For Kristen Stewart — Getting Back Together After Party Reunion?,1,3,14,85,15,5.7,16,93,0
19327,Page 3229 – Us Weekly,1,0,3,17,5,3.4,17,60,0
19328,Channing Tatum and Jenna Dewan's Divorce Is Getting Ugly (EXCLUSIVE),1,3,17,59,10,5.9,28,170,0
19329,Kanye West's music banned by radio station after slavery remarks,1,1,2,55,10,5.5,3,20,0
19330,Prince George Is Reportedly Getting More Security Following an ISIS Threat,1,0,13,64,11,5.8,20,118,0
19331,Gwen Stefani & Blake Shelton: Baby On The Way As They Plan Christmas Wedding: Report,1,3,14,70,15,4.7,20,93,0
19332,Winners & Nominees by Category,1,1,3,26,5,5.2,11,60,0
19333,"Whether he wanted to or not, John McCain played an outsize role in Trump’s political narrative",1,1,5,79,16,4.9,6,31,0
19334,Drew Barrymore and Timothy Olyphant enjoy a spot of downtime while filming Santa Clarita Diet,1,0,7,79,15,5.3,8,46,0
19335,Rosie Huntington-Whiteley Just Shared Very Rare And Adorable Pictures Of Her Little Family,1,1,14,78,13,6.0,17,107,0
19336,the intimate snaps from her life before Prince Harry,1,0,2,44,9,4.9,4,22,0
19337,Sandra Bullock’s Wedding Shocker — Plans To Marry Bryan Randall ‘On Hold’,1,3,11,62,12,5.2,17,91,0
19338,Jennifer Hudson Diva On ‘ The Voice UK ’ Set  Report,1,2,10,41,11,3.7,24,90,0
19339,"Kristen Stewart, Robert Pattinson 2018: Actress Rumored To Direct Their Next Film Together And Quit Acting",1,1,15,91,16,5.7,16,93,0
19340,"Mila Kunis Talks Pregnancy, Divorce Rumors",1,0,6,37,6,6.2,16,100,0
19341,   Khloe Kardashian Fears She ll Be Dumped In Delivery Room Dumped In Delivery Room By Tristan Thompson ,1,0,16,84,19,4.4,19,84,0
19342,Kristen Stewart Steps Out with Stella Maxwell Amid Bogus Rumors About Robert Pattinson,1,0,12,74,13,5.7,16,92,0
19343,Brigitte Nielsen Is Pregnant With Fifth Child -- See Her Baby Bump,1,2,11,55,12,4.6,20,91,0
19344,Kylie Jenner Denies Kris Jenner Is Managing Kanye West and Travis Scott: 'This Isn't True',1,4,14,76,15,5.1,18,93,0
19345,Mariah Carey & Lionel Richie Tour Disaster,1,1,6,36,7,5.1,16,85,0
19346,Report: Caitlyn Jenner Is Secretly Living Next to Kris Jenner,1,1,9,52,10,5.2,17,90,0
19347,Jennifer Aniston’s Latest Dating Rumors Are Shrouded in Mystery,1,1,8,55,9,6.1,14,88,0
19348,Khloe Kardashian cutting off family after Tristan Thompson confusion?,1,1,4,61,9,6.8,6,44,0
19349,Yikes! These Scary Skinny Photos Of Brad Pitt Are Truly Worrisome,1,1,11,55,11,5.0,20,100,0
19350,Jennifer Garner Dating Chris Pine After Ben Affleck Divorce?,1,1,9,52,9,5.8,17,100,0
19351,Kendall Jenner pictured kissing Gigi and Bella Hadid's brother Anwar,1,1,6,59,10,5.9,10,60,0
19352,"Adele NOT Panicking About Entourage Missing Grammys, Despite Report",1,0,11,59,9,6.6,18,122,0
19353,"Maggie Gyllenhaal, Leah Remini Scientology Feud Made Up By Outlet",1,0,10,56,10,5.6,17,100,0
19354,Daniel Radcliffe Engaged: ‘Harry Potter’ Star Proposed To Erin Darke — Report,1,3,11,66,12,5.5,16,91,0
19355,Taylor Swift and Tom Hiddleston had 'obvious chemistry' during flirty Met Ball dance-off BEFORE Calvin Harris split,1,3,14,99,17,5.8,14,82,0
19356,Have We Noticed That Every Time Drake Dates a Woman He's Not Really Dating Her?,1,2,14,65,15,4.3,21,93,0
19357,Jessica Chastain Molly’s Game,1,1,4,26,4,6.5,15,100,0
19358,"Angelina Jolie Is Single, Not Dating Real Estate Agent",1,0,9,46,9,5.1,19,100,0
19359,Rihanna Laughing At Karrueche Tran and Chris Brown Drama,1,0,8,48,9,5.3,16,88,0
19360,Daniel Craig Fighting To Save Marriage To Rachel Weisz As He Returns To James Bond,1,0,15,68,15,4.5,22,100,0
19361,Jen pours her heart out over Brad and Angelina,1,0,3,38,9,4.2,7,33,0
19362,"Brad Pitt News, Pictures, and Videos",1,0,5,31,6,5.2,16,83,0
19363,Mila Kunis And Ashton Kutcher’s Love Story Is Straight Out Of A Romantic Comedy,1,1,14,66,14,4.7,21,100,0
19364,‘Big Bang Theory’ Catfight! Inside Kaley & Mayim’s Icy Backstage Relationship,1,5,10,67,11,6.1,14,90,0
19365,"Caitlyn Jenner, 68, escorts gal pal Sophia Hutchins, 21, to Nobu Malibu in her $200K purple Porsche",1,0,8,83,17,4.9,9,47,0
19366,Ben Affleck ‘Secretly Hates’ That Ex Jennifer Lopez Is With Alex Rodriguez — Is He Jealous?,1,3,15,76,16,4.8,19,93,0
19367,Selena Gomez Spies On The Weeknd,1,0,6,27,6,4.5,22,100,0
19368,Brad Pitt Jennifer Aniston Secret Hideout Hills,1,0,7,41,7,5.9,17,100,0
19369,Surrogate Mother Compensation,1,0,3,27,3,9.0,11,100,0
19370,Celebrities Respond as President Trump Backs Out of Paris Accord – Variety,1,0,9,63,12,5.2,14,75,0
19371,US REPORT: Brad Pitt's 'secret lover pregnant',1,4,10,40,7,5.7,25,142,0
19372,Gwen Stefani Call Off Blake Shelton,1,0,6,30,6,5.0,20,100,0
19373,Taylor Swift Is Countersuing for Just $1 in Her Sexual Assault Trial,1,0,9,57,12,4.8,15,75,0
19374,"What Prince Harry and Meghan Markle's honeymoon itinerary in Namibia could look like, including a moonlit dinner and hot air balloon ride",1,1,6,116,22,5.3,5,27,0
19375,Julia’s $225 Million Divorce Drama! Danny Explodes Over Hot Hookup With Richard Gere,1,2,12,72,13,5.5,16,92,0
19376,Apology To Sarah Ferguson,1,0,4,22,4,5.5,18,100,0
19377,Kardashians Jealous Of Jennifer Lawrence ’ s Relationship With Kris Jenner ,1,1,9,64,12,5.3,14,75,0
19378,Amal Clooney displays her post-baby body in tight tank top,1,1,2,49,10,4.9,4,20,0
19379,Tobey Maguire,1,0,2,12,2,6.0,16,100,0
19380,New Report Reveals How Suri Cruise Is Desperate To See Tom Cruise After He Missed Her 12th Birthday Party,1,0,18,87,19,4.6,20,94,0
19381,"Chris Brown Says He Wants to Tour With Rihanna, Beyoncé and Bruno Mars",1,0,11,58,13,4.5,18,84,0
19382,"RIP, Jack: Mandy Moore shares cast reaction to tragic 'This Is Us' episode",1,3,9,62,13,4.8,14,69,0
19383,Beyoncé's twins birth certificates show link to Kim Kardashian,1,1,3,54,9,6.0,5,33,0
19384,Terry Crews slams former National Enquirer editor accused of sexual assault for threatening him with false story,1,0,4,96,17,5.6,4,23,0
19385,15 Reasons Why Jennifer Lawrence Is A Lot To Handle,1,0,9,42,10,4.2,21,90,0
19386,Internet Death Hoaxes,1,0,3,19,3,6.3,15,100,0
19387,Jennifer Lopez Shoots Down Alex Rodriguez Engagement Rumors,1,0,8,52,8,6.5,15,100,0
19388,"Will Ferrell, Mel Gibson Feuded On ‘Daddy’s Home 2’ Set?",1,4,9,47,10,4.7,19,90,0
19389,Hannibal Buress Arrested in Miami for Disorderly Intoxication,1,0,6,54,8,6.8,11,75,0
19390,Pure Dancing with the Stars,1,0,3,23,5,4.6,13,60,0
19391,Blake Shelton from Dancing With the Stars: Special Guests!,1,2,7,50,9,5.6,14,77,0
19392,Nick Jonas Dating ‘Victoria Secret’ Model Sara Sampaio? He Was ‘All Over Her’,1,5,13,65,13,5.0,20,100,0
19393,The Crown season 2: What was Prince Charles really like as young boy? – and why did he hate Gordonstoun?,1,3,6,85,20,4.2,7,30,0
19394,"Kristen Stewart: ""I've been deeply in love with everyone I've dated""",1,5,4,60,11,5.5,6,36,0
19395,Fury (2014),1,2,1,10,2,5.0,10,50,0
19396,Kanye West Is Reportedly Heading For Another Breakdown And Relapse,1,0,10,57,10,5.7,17,100,0
19397,Keith Urban Buys Nicole Kidman Manhattan Townhouse – Variety,1,0,8,52,9,5.8,15,88,0
19398,Kashing In! Kim & Kanye Go On INSANE Shopping Spree After Signing Million Dollar Deal,1,2,19,71,15,4.7,26,126,0
19399,"Harry Styles One Shots, Blurbs & Imagines",1,1,6,35,7,5.0,17,85,0
19400,"Jenny Shimizu, Angelina Jolie’s Ex-Girlfriend: 5 Facts",1,3,7,48,7,6.9,14,100,0
19401,J-Lo: 'No pressure' on A-Rod to propose,1,5,5,33,7,4.7,15,71,0
19402,Katy Perry Furious Over Taylor Swift’s Video for “Look What You Made Me Do”,1,3,13,62,14,4.4,20,92,0
19403,Miley Cyrus And Liam Hemsworth Have Reportedly Broken Up Again,1,0,10,53,10,5.3,18,100,0
19404,Katie Holmes NOT Pregnant And Planning Wedding With Jamie Foxx,1,0,12,53,10,5.3,22,120,0
19405,Celebrities react to the death of Jonathan Demme: 'He could do anything',1,3,4,61,12,5.1,6,33,0
19406,Justin Bieber Caught Partying On Grammys Night After Skipping ‘Despacito’ Performance,1,2,11,75,11,6.8,14,100,0
19407,Celebrities React Donald Trump Defending White Nationalists,1,0,7,53,7,7.6,13,100,0
19408,Charlize Theron & Seth McFarlane had a sushi date last night: cute or terrible?,1,3,5,66,14,4.7,7,35,0
19409,Tom Petty Dead: Celebrities React on Social Media – Variety,1,1,8,50,10,5.0,16,80,0
19410,Truth Surfaces Behind Rumors Of Blake Shelton & Miranda Lambert Reunion,1,1,10,61,11,5.5,16,90,0
19411,Jennifer Lopez's boyfriend Alex Rodriguez marks star's birthday with series of personal photos,1,2,4,82,13,6.3,4,30,0
19412,Rob Kardashian ‘Laughing’ At Blac Chyna Trying To Rap: She’ll ‘Embarrass’ Herself,1,6,12,70,12,5.8,17,100,0
19413,Can a blind person see again through an eye surgery?,1,1,1,43,10,4.3,2,10,0
19414,PAD Library - New Releases and Updates in All Categories,1,1,9,47,10,4.7,19,90,0
19415,Giuliana Rancic’s E! Network Power Play,1,2,6,34,6,5.7,17,100,0
19416,Brad Pitt and Jennifer Aniston 'busted' over Aspen reunion,1,2,5,50,9,5.6,10,55,0
19417,Robert Pattinson in new relationship: Report,1,1,3,39,6,6.5,7,50,0
19418,Chadwick Boseman: why 'Black Panther' needed African accent,1,3,5,52,8,6.5,9,62,0
19419,New Reports Claim Kendall Jenner Is Quitting 'Keeping Up With The Kardashians' To Move To Paris,1,2,16,80,16,5.0,20,100,0
19420,Not ‘Sober!’ Pink Sees Red Over Husband Carey Hart’s Boozing,1,4,10,51,10,5.1,19,100,0
19421,Justin Bieber’s Showering Selena Gomez With TLC To Help Her Prepare For AMAs,1,1,17,64,13,4.9,26,130,0
19422,Selena Gomez & Justin Theroux May Be More Than Just Friends,1,1,10,49,11,4.5,20,90,0
19423,Pawelw Ladziak spends fortune making himself look older,1,0,2,48,8,6.0,4,25,0
19424,Are Jennifer Lopez & Alex Rodriguez Getting Married & Having Kids Together? The Truth,1,3,12,72,14,5.1,16,85,0
19425,Mariah worried ex-manager will leak secrets after split?,1,2,1,49,8,6.1,2,12,0
19426,"Kylie Jenner & Travis Scott Are ""Hands-On Parents"" Despite Busy Schedules",1,4,11,63,11,5.7,17,100,0
19427,Meghan Markle Finally Meets Queen Elizabeth,1,0,6,38,6,6.3,15,100,0
19428,List of Brad Pitt's Best Friends,1,1,5,27,6,4.5,18,83,0
19429,"Jen Aniston Furious Over ‘Friends’ Off-Broadway Parody, Hires Lawyers To Check Script",1,3,13,74,12,6.2,17,108,0
19430,ESPY Awards 2017: Complete Winners List,1,1,8,34,6,5.7,23,133,0
19431,American Idol (season 16),1,2,2,22,4,5.5,9,50,0
19432,Photos of Katie Holmes and Suri Cruise at the American Girl Store at The Grove in LA,1,0,12,68,17,4.0,17,70,0
19433,Everything Miranda Lambert and Blake Shelton Have Said About Their Divorce,1,0,10,64,11,5.8,15,90,0
19434,‘SNL’ Cast And Crew Hookups With Celebrity Hosts Angering Boss Lorne Michaels?,1,3,14,67,12,5.6,20,116,0
19435,Are Darren Aronofsky and Suki Waterhouse dating?,1,1,5,42,7,6.0,11,71,0
19436,Rob Pattinson Still ‘Cares Deeply’ For Kristen Stewart — Getting Back Together After Party Reunion?,1,3,14,85,15,5.7,16,93,0
19437,Leaving Jennifer Aniston for Angelina Jolie was one of my biggest mistakes: Brad Pitt,1,1,7,72,14,5.1,9,50,0
19438,Bruce Willis Heart Attack Worries After Public Collapse,1,0,8,48,8,6.0,16,100,0
19439,Kendall Jenner Not The ‘Boss From Hell’ Who Mistreats Her Employees [Debunked],1,2,12,67,12,5.6,17,100,0
19440,Jim Carrey Thinks Alien Reptiles “Rule” The Earth?!,1,4,8,44,8,5.5,18,100,0
19441,Jennifer Garner -- No Ring of Truth to Reconciliation with Ben Affleck,1,2,8,59,12,4.9,13,66,0
19442,Britney Spears Family ‘Afraid’ She’ll Have Second Meltdown Over Kevin Federline Drama,1,3,12,74,12,6.2,16,100,0
19443,Is Mel B Making a Statement About Her Divorce With Her MTV VMAs Dress?,1,1,17,57,14,4.1,29,121,0
19444,Everything Miranda Lambert and Blake Shelton Have Said About Their Divorce,1,0,10,64,11,5.8,15,90,0
19445,Kylie Jenner's pregnancy brought her closer to Kourtney Kardashian,1,1,4,58,9,6.4,6,44,0
19446,Jennifer Aniston Will Always Be Brad Pitt’s ‘Greatest Love’,1,3,9,51,9,5.7,17,100,0
19447,'The Voice': 10 Things We Know About Gwen Stefani and Blake Shelton's Relationship,1,4,11,70,13,5.4,15,84,0
19448,A Complete Timeline of Selena Gomez and Justin Bieber's Relationship,1,1,8,59,10,5.9,13,80,0
19449,NBC Accused of 'Whitewashing' After Tamron Hall's Exit,1,3,9,47,8,5.9,19,112,0
19450,John Travolta ’ t Allow Daughter Ella To Become An Actress ,1,1,9,48,12,4.0,18,75,0
19451,Brad Pitt CAUGHT At Intimate Dinner With Sienna Miller,1,0,14,46,9,5.1,30,155,0
19452,Harry Styles,1,0,2,11,2,5.5,18,100,0
19453,Angelina Jolie's honeytrap plot to seize Uganda's Kony,1,2,4,47,8,5.9,8,50,0
19454,"Brad Pitt Did Not Go to Rehab Despite Tabloid Reports, Source Says",1,0,11,55,12,4.6,20,91,0
19455,Robert Pattinson was a dork growing up,1,0,2,32,7,4.6,6,28,0
19456,Kanye West Is Reportedly Furious At Taylor Swift For Mocking Kim Kardashian's Robbery,1,1,13,73,13,5.6,17,100,0
19457,Justin Bieber: Hollywood Elites Killed My Unborn Child,1,1,8,47,8,5.9,17,100,0
19458,Blake Shelton’s Secret Late Night Calls To Miranda,1,1,8,43,8,5.4,18,100,0
19459,Are Robert Pattinson & Sienna Miller Dating? Why Friends Could Be Turning Romance — Report,1,2,13,76,15,5.1,17,86,0
19460,Ariana Grande carried like a baby and 6 other ridiculous rumors about her,1,0,2,61,13,4.7,3,15,0
19461,Gwen Stefani Addresses Rumors That She and Blake Shelton Are Getting Married,1,0,11,65,12,5.4,16,91,0
19462,Chris Pratt Says 'Divorce Sucks' In First Interview About Anna Faris Split,1,2,12,63,12,5.2,19,100,0
19463,Katie Couric Opens Up About Matt Lauer's Firing from the Today Show,1,1,10,56,12,4.7,17,83,0
19464,Kanye West's Anger Issues Dominate His Counseling Sessions With Kim Kardashian (EXCLUSIVE),1,3,20,79,12,6.6,25,166,0
19465,Nicole Kidman and Reese Witherspoon in bitter feud,1,0,4,43,8,5.4,9,50,0
19466,12 Photos of Leonardo DiCaprio and Kate Winslet Being Absurdly Adorable Together at the Oscars,1,0,11,80,15,5.3,13,73,0
19467,Angelina Jolie Breaks Her Silence,1,0,5,29,5,5.8,17,100,0
19468,BABY NEWS! Rihanna is PREGNANT and she's pretty far along — Click to see her baby bump!,1,3,18,71,17,4.2,25,105,0
19469,Jamie Foxx Responds to Katie Holmes Dating Rumors,1,0,7,42,8,5.2,16,87,0
19470,Ben Affleck and Lindsay Shookus Are Still Going Strong -- Is Marriage Next? (Exclusive),1,5,12,74,14,5.3,16,85,0
19471,Nick Cannon Says He’s Leaving ‘America’s Got Talent’ After Threats Of Firing Over Racial Joke,1,4,15,79,15,5.3,18,100,0
19472,"Gwen Stefani and Blake Shelton Put Baby, Wedding Plans on Hold",1,0,9,52,11,4.7,17,81,0
19473,"Kourtney Kardashian, Younes Bendjima Sex Life Details Made Up By Outlet",1,0,11,61,11,5.5,18,100,1
19474,New Feud! Michael Strahan ‘Furious’ Alex Rodriguez Stole His TV Spotlight,1,3,12,63,11,5.7,19,109,0
19475,Chris Nolan explains why he kept actor’s casting a secret,1,1,2,48,10,4.8,4,20,0
19476,"Prince Harry, Meghan Markle join Lin-Manuel Miranda at 'Hamilton'",1,3,8,57,9,6.3,14,88,0
19477,Mariah Carey's Ice Cream Meltdown,1,1,5,29,5,5.8,17,100,0
19478,Khloe Kardashian Shuts Down Tristan Thompson ‘Couple’s Therapy’ Rumours Made By,1,3,11,69,11,6.3,15,100,0
19479,David Lynch says Trump won't be a great president if he continues down current path,1,1,3,69,15,4.6,4,20,0
19480,Is George Clooney complicit? ‘E.R.’ actress’ says he helped silence her sexual harassment claims,1,4,5,83,14,5.9,6,35,0
19481,Celebs React to Patriots and Eagles Going to Super Bowl LII,1,0,10,49,11,4.5,20,90,0
19482,Jennifer Lawrence Moves on from Darren Aronofsky — Who’s Her New Man?,1,2,9,58,12,4.8,15,75,0
19483,Channing Tatum and Jenna Dewan Split After 9 Years of Marriage,1,0,8,52,11,4.7,15,72,0
19484,A Moment of Silence for the Forgotten First Husbands of Pop Music Divas,1,0,9,59,13,4.5,15,69,0
19485,Ellen DeGeneres makes joke about Jennifer Aniston marriage,1,0,5,51,8,6.4,9,62,0
19486,"Selena Gomez Top Rumor Of 2017: Pregnant, Marrying The Weeknd",1,1,9,52,10,5.2,17,90,0
19487,Ben Affleck & Lindsay Shookus: Planning a Wedding Even Though He's Still Married?!,1,5,11,70,13,5.4,15,84,0
19488,Kim Kardashian Supporting Khloe’s Decision Not To Involve Caitlyn In Her Child’s Life Is Fake News [Debunked],1,2,17,93,17,5.5,18,100,0
19489,Aaron Carter Reveals He Is Attracted to Men and Women in Emotional Letter to Fans: 'This Doesn't Bring Me Shame',1,4,16,93,20,4.6,17,80,0
19490,Josh Gad & Jonah Hill Laughing Over Mistaken Identities,1,1,8,47,9,5.2,17,88,0
19491,LL Cool J Can’t Remember Lines While Filming ‘NCIS: Los Angeles’?,1,5,15,55,11,5.0,27,136,0
19492,What's going on with John Cena and Nikki Bella? A timeline,1,2,6,48,11,4.4,12,54,0
19493,Andy Samberg Mocks Justin Bieber in 'Popstar' Trailer,1,2,7,46,8,5.8,15,87,0
19494,Ellen DeGeneres Urges Portia De Rossi To Attend Counseling: Last Effort To Repair Loveless Marriage?,1,2,16,86,15,5.7,18,106,0
19495,Nina Dobrev Stunned in Pretty Pink Bridesmaid Dress at Julianne Hough's Wedding,1,1,10,68,12,5.7,14,83,0
19496,Roy Halladay dead in plane crash; former MLB pitcher was 40,1,1,5,49,11,4.5,10,45,0
19497,Bill Cosby jurors give conflicting accounts of deadlock,1,0,2,48,8,6.0,4,25,0
19498,Why Brad Pitt Would Keep Any New Romance Fiercely Private After His Divorce From Angelina Jolie,1,0,16,80,16,5.0,20,100,0
19499,Report: Kim Kardashian and Kanye West Hire Sex Coach to Save Their Marriage,1,1,11,63,13,4.8,17,84,1
19500,Beyonce Blasts Kim Kardashian with Diss Track Lyrics,1,0,7,45,8,5.6,15,87,0
19501,Watch Megyn Kelly Sketches From SNL Played By Cecily Strong,1,0,12,50,10,5.0,24,120,0
19502,Analyzing Every Song on Taylor Swift's Reputation,1,1,6,43,7,6.1,13,85,0
19503,Britney Spears and BF Sam Asghari Could Get Engaged Soon,1,0,10,47,10,4.7,21,100,0
19504,Kendall Jenner Limiting Her ‘KUWTK’ Appearances: Why You’ll Barely See Her On TV,1,4,18,68,13,5.2,26,138,0
19505,Angelina Jolie ‘Terrified’ Brad Pitt Will Start Dating Again: She’s ‘Very Jealous’,1,6,12,71,12,5.9,16,100,0
19506,Justin Timberlake and Jessica Biel’s Fight Over Baby No. 2 Is “Causing Problems” (EXCLUSIVE),1,5,20,79,14,5.6,25,142,0
19507,Taylor Swift ‘Blown Away’ By Selena Gomez’s Performance At AMAs After Kidney Surgery,1,3,15,72,13,5.5,20,115,0
19508,Billy Ray Cyrus Tells Fans 'Don't Jump the Gun' After Miley Marriage Speculation,1,3,12,68,13,5.2,17,92,0
19509,Brad Pitt Calls Angelina Jolie a Phony During Her First Sit-Down Interview (EXCLUSIVE),1,3,21,74,13,5.7,28,161,0
19510,Anna Faris Is 'Furious' After Finding Half-Naked Chris Pratt With a Costume Girl,1,3,13,68,13,5.2,19,100,0
19511,Very sad news about Pink’s marriage,1,1,2,30,6,5.0,6,33,0
19512,"5 Awkward Details About Blake Shelton And Gwen Stefani's Relationship, Including What She's Said About Marrying Him",1,2,16,99,17,5.8,16,94,0
19513,North West Wears Bulletproof Vest to Kanye West’s Adidas Show: Pics,1,2,10,57,11,5.2,17,90,0
19514,Scott Disick looks miserable on day out in LA after ex Kourtney Kardashian ‘blocked’ Sofia Richie from meeting their kids,1,2,8,102,20,5.1,7,40,0
19515,Gwen Stefani shuts down rumours she was 'dumped' by Blake Shelton over 'jealousy and drama' with loved-up snap,1,5,4,93,18,5.2,4,22,0
19516,Selena Gomez Fear Justin Bieber Flirty Texting Kourtney Kardashian,1,0,9,58,9,6.4,15,100,0
